name,brand,category,dimensions,description,image_url,galeria_urls,file_2d_url,file_3d_url
Poltrona Legiti,Flipê Arquitetura + Nati Minas & Studio A partir de: R$46,Poltrona,"090X090X060 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A Poltrona Legiti é o equilíbrio perfeito entre forma e função","A Poltrona Legiti é o equilíbrio perfeito entre forma e função. Com estrutura em aço carbono e puff integrado, oferece conforto superior aliado a um design minimalista e customizável que valoriza qualquer ambiente. Desenvolvida porFlipê Arquitetura + Nati Minas & Studio, combina leveza visual com resistência, sendo ideal para espaços residenciais ou corporativos.",https://folioliving.com.br/assets/uploads/2023/06/1-120-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/5-43-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/8-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/6-45-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-121-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/2-47-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/3-44-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/4-43-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/7-13-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/11e7e68a-3f6a-40e6-b165-5bf9ec25473d/Poltrona-Legiti
Aparador Amico,Folio A partir de: R$11,Aparador,"180X040X075 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O aparador Amico apresenta um design contemporâneo e minimalista, marcado por linhas finas e elegantes","O aparador Amico apresenta um design contemporâneo e minimalista, marcado por linhas finas e elegantes. Com estrutura leve e sofisticada, é composto por dois tampos de madeira apoiados em colunas metálicas, que conferem estabilidade sem abrir mão da leveza visual. Sua estética limpa e funcional o torna ideal para compor ambientes diversos, tanto residenciais quanto corporativos. Versátil e atemporal, o Amico está disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2024/10/1-12.jpg,"[""https://folioliving.com.br/assets/uploads/2024/10/6-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/10/4-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/10/7-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/10/2-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/10/1-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/10/8-4-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/d4c2c968-bbf2-4968-8b5b-1ffa79b1fd73/Aparador-Amico
Banco Pilotis II,Estúdio LL2 A partir de: R$13,Banco,"160x045x045 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O banco Pilotis II carrega um design contemporâneo, marcado por linhas limpas e formas escultóricas","O banco Pilotis II carrega um design contemporâneo, marcado por linhas limpas e formas escultóricas. Com dois apoios em formatos orgânicos, a peça é inteiramente produzida em madeira maciça, evidenciando o cuidado com a matéria-prima e o trabalho artesanal. Sua estrutura sólida contrasta com a leveza visual proporcionada pelas curvas suaves e o acabamento aveludado do material. Com proporções generosas, o Pilotis funciona tanto como banco quanto como peça de apoio em diferentes ambientes, sendo versátil, elegante e atemporal. Personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2023/12/22.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/26.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/23.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/25.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/22-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/24.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/27.jpg""]",,https://3dwarehouse.sketchup.com/model/cb4b294a-17fb-4dff-85a6-16de3cc730ad/Bancos-pilotis-Folio
Carrinho Trolley II,Lab,Carrinho,"040Øx065H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O carrinho bar Trolley combina design contemporâneo com proporções compactas e funcionais","O carrinho bar Trolley combina design contemporâneo com proporções compactas e funcionais. Com estrutura metálica leve e tampo circular elevado, a peça é marcada por linhas minimalistas e uma construção precisa. Sua forma circular traz suavidade visual, enquanto os rodízios discretos permitem mobilidade com elegância. A parte superior funciona como uma bandeja, oferecendo versatilidade no uso, seja para servir ou organizar objetos. Já o tampo inferior garante apoio adicional, mantendo a estética limpa e o caráter prático da peça. Disponível em múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/1-88-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/4-31-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-89-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/3-31-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/5-31-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/6-33-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/2-32-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/f0591681-2342-40cf-9311-ebe91d9f33ed/Carro-Bar-Trolley
Mesa de Centro Hani,Estúdio LL2 A partir de: R$11,Mesa de Centro,"100x100x040 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Hani apresenta um design contemporâneo de forte presença visual, combinando volumes robustos e formas orgânicas com elegância sutil","A mesa de centro Hani apresenta um design contemporâneo de forte presença visual, combinando volumes robustos e formas orgânicas com elegância sutil. Seu tampo em acabamento cimentício traz uma textura artesanal e variações tonais que conferem profundidade e singularidade a cada peça. As bases retangulares, em pintura sólida, sustentam o conjunto com firmeza e equilíbrio. Disponível em dois formatos complementares – redondo e assimétrico – a Hani pode ser utilizada individualmente ou em composição, adaptando-se com versatilidade a diferentes layouts e atmosferas. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/12/1-29.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/7-10.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/16-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/4-14.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/3-13.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/15-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/9-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/0956107e-ca96-4c53-9862-7b8b426c4d6e/Mesa-de-Centro-Hani
Mesa de Jantar Moon Redonda,Folio A partir de: R$21,Mesa de Jantar,"140Øx076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Moon conta com um design contemporâneo, marcado por linhas puras e proporções equilibradas","A mesa de jantar Moon conta com um design contemporâneo, marcado por linhas puras e proporções equilibradas. Seu tampo redondo e delgado repousa sobre uma base cônica central que confere solidez e elegância à composição. O desenho limpo e a geometria simétrica reforçam a simplicidade formal da peça, enquanto o volume da base contrasta com a leveza visual do tampo, criando um conjunto harmonioso e sofisticado. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/10-6.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/7-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-81-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/6-50-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/3-101-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/e6a847b2-0f62-48a6-8cf4-de96a6d18f81/Mesa-de-Jantar-Moon
Mesa Lateral Pirâmide,Folio A partir de: R$2,Mesa Lateral,"040×055 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Pirâmide apresenta um design elegante e contemporâneo, combinando funcionalidade com estética minimalista","A mesa lateral Pirâmide apresenta um design elegante e contemporâneo, combinando funcionalidade com estética minimalista. Ela é composta por um tampo arredondado que repousa sobre uma base metálica, com uma estrutura tridimensional de pernas que se conectam de maneira geométrica, formando uma pirâmide invertida. Essa base, com suas linhas limpas e angulares, oferece estabilidade e um toque de leveza ao visual da mesa, além de reforçar sua característica modular e adaptável para diferentes ambientes. Disponível em dois tamanhos e múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2024/08/1-34-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/08/5-15-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/7-14-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/1-35-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/3-15-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/4-15-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/9-15-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/c5fc04af-8d0c-49e1-8c88-0ba9c694d5db/Mesa-Lateral-Piramide
Sofá 011,Flipê Arquitetura + Nati Minas & Studio A partir de: R$25,Sofá,"220x100x070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O sofá 011 apresenta um design contemporâneo com forte apelo escultórico, caracterizado por uma geometria marcante e volumes generosos","O sofá 011 apresenta um design contemporâneo com forte apelo escultórico, caracterizado por uma geometria marcante e volumes generosos. Sua forma é composta essencialmente por cilindros puros — um para o assento e outro para o encosto — que se unem de forma harmônica, criando uma peça de grande impacto visual e, ao mesmo tempo, surpreendentemente acolhedora. A ausência de braços e a base levemente recuada reforçam a leveza do desenho, enquanto as extremidades curvas e os contornos contínuos evocam uma estética fluida e minimalista. O sofá combina rigidez geométrica com suavidade tátil, resultando em um equilíbrio entre racionalidade formal e conforto sensorial. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/10-14.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/15-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/7-19-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/6-49-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/13-2.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/11-9.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/14-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/10-15.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/2-54-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/07dfc208-1a4d-4a05-9cb4-e177c7610f2f/Sof%C3%A1-011-Folio
Mesa Lateral Dizzy,Folio A partir de: R$5,Mesa Lateral,"035x035x050 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Dizzy conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa lateral Dizzy conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui tampo delicado em formato circular ou quadrado, apoiado sobre uma haste fina e uma base cilíndrica sólida, criando uma composição elegante e equilibrada. Sua estrutura é discreta e funcional, ideal para ambientes que valorizam a leveza visual e a praticidade. Versátil e compacta, a Dizzy adapta-se com facilidade a diferentes espaços e necessidades, unindo funcionalidade com elegância atemporal. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/1-171-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/2-111-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-48-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/7-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/3-115.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/1-172-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/9-2-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/41867765-e075-46a6-966d-03dcf6cf42be/Mesa-Lateral-Dizzy
Mesa de Jantar Avocado,"Folio A partir de: R$21,664",Mesa de Jantar,"210x110x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Avocado apresenta um design contemporâneo, marcado por linhas suaves e proporções equilibradas","A mesa de jantar Avocado apresenta um design contemporâneo, marcado por linhas suaves e proporções equilibradas. Seu tampo orgânico, de bordas arredondadas, repousa sobre uma base cilíndrica central imponente, que garante estabilidade e presença visual. O desenho limpo e escultural da peça se adapta com facilidade a diferentes ambientes, funcionando como elemento central na composição de salas de jantar, áreas de reunião ou espaços híbridos. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/8-16.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/10-10.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/2-51-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/12-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/13-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/9-14.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-126-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/11-6.jpg""]",https://www.dropbox.com/scl/fi/m29hc516avr58btx6xfct/Mesa_de_Jantar_AVOCADO_des_2D_Folio.jpg?rlkey=phf9x3mypkqa236b7fsahhist&dl=0,https://3dwarehouse.sketchup.com/model/40fb4367-5571-4d33-87be-bc6fd98a2fe7/Mesa-de-Jantar-Avocado
